time,snow_depth,Total Energy Use from Electricity (MW),temperature,irradiance_surface,irradiance_toa,snowfall,cloud_cover,air_density,precipitation
2007/1/31,17.4379,483387,-6.059,366.5148,663.2251,0.3385,0.9256,1.3092,0.0402
2007/2/1,17.5076,471206,-3.567,326.3194,669.0572,0.9494,0.9889,1.2993,0.0979
2007/2/2,17.5977,462355,-4.077,210.3383,674.9761,0.9774,0.974,1.2842,0.1439
2007/2/3,17.6445,443290,-6.971,290.6106,680.9299,0.7676,0.9499,1.315,0.1335
2007/2/4,17.7795,456027,-11.477,255.7438,687.009,1.2187,0.9699,1.3477,0.1217
2007/2/5,17.9551,504632,-11.772,262.5872,693.1443,1.5919,0.9251,1.3515,0.1276
2007/2/6,18.0151,502930,-11.44,375.2012,699.3486,0.5613,0.8259,1.3456,0.0678
2007/2/7,18.117,498363,-8.941,342.7116,705.5936,0.6215,0.8662,1.3286,0.0864
2007/2/8,18.2109,487375,-7.159,494.5516,711.9226,0.8551,0.8958,1.3147,0.1075
2007/2/9,18.2618,478827,-6.242,439.415,718.2605,0.3922,0.8283,1.3319,0.113
2007/2/10,18.2067,439296,-6.452,352.0712,724.6922,0.4416,0.8954,1.3101,0.0473
2007/2/11,18.1359,436020,-6.327,379.8208,731.1817,0.2098,0.9362,1.3223,0.0269
2007/2/12,18.0401,477935,-7.048,417.5098,737.6958,0.1753,0.7975,1.3329,0.0275
2007/2/13,17.9476,507050,-13.182,281.887,744.2484,1.0538,0.9925,1.3765,0.2015
2007/2/14,19.5045,500803,-11.262,297.3709,750.8927,6.454,0.9892,1.3471,0.504
2007/2/15,19.5088,500066,-11.364,357.8191,757.5306,0.5433,0.7755,1.3502,0.0599
2007/2/16,19.4478,480974,-5.85,488.6361,764.2068,0.46,0.7487,1.3123,0.06
2007/2/17,19.0839,440916,-4.957,401.6394,770.9099,0.6011,0.9549,1.3033,0.1102
2007/2/18,19.1711,432983,-6.405,404.0241,777.6757,0.7801,0.9,1.3311,0.1236
2007/2/19,18.9767,484878,-5.435,444.339,784.4194,0.3861,0.9475,1.339,0.0394
2007/2/20,18.8562,455886,0.606,388.9814,791.1698,0.3671,0.9754,1.2704,0.2814
2007/2/21,17.3661,449238,0.338,604.2796,797.9127,0.2006,0.7632,1.2867,0.0221
2007/2/22,17.3888,453502,0.692,386.3726,804.6998,3.2467,0.966,1.2674,0.5707
2007/2/23,17.2796,465912,-4.304,645.4116,811.4979,0.7014,0.8499,1.3398,0.2037
2007/2/24,17.2256,431262,-4.77,608.9368,818.3499,0.0587,0.5411,1.3527,0.0056
2007/2/25,17.1811,421361,-2.101,564.2273,825.1494,1.4101,0.9165,1.3165,0.2411
2007/2/26,17.179,455821,-1.916,380.0743,831.9649,2.4382,0.8773,1.28,0.2345
2007/2/27,17.1571,452342,-0.399,474.2172,838.7267,0.917,0.7356,1.2894,0.0988
2007/2/28,17.0657,446328,-0.243,652.2374,845.5265,0.1273,0.4492,1.3079,0.0172
2007/3/1,17.0999,460711,-2.034,500.0132,852.3729,3.2618,0.9861,1.3013,0.4881
2007/3/2,18.2657,446813,1.255,465.0746,859.1356,8.6464,0.9917,1.2671,1.338
2007/3/3,18.1193,407405,-0.594,344.4075,865.9096,0.7819,0.9019,1.2543,0.0864
2007/3/4,18.1202,406045,-2.437,467.0582,872.6619,0.3286,0.9304,1.2797,0.0253
2007/3/5,18.0565,467842,-3.85,475.3704,879.3094,0.866,0.842,1.3308,0.0912
2007/3/6,17.9989,496064,-12.689,671.3365,886.058,0.1902,0.9165,1.4024,0.0301
2007/3/7,17.9546,481981,-7.336,535.2617,892.6898,0.9454,0.9579,1.3557,0.1931
2007/3/8,17.8925,472788,-6.807,494.4972,899.3037,0.1688,0.9337,1.3282,0.0194
2007/3/9,17.7987,459752,-0.374,673.5941,905.964,0.1018,0.9645,1.322,0.0233
2007/3/10,17.6451,409299,3.795,491.911,912.5222,0.5221,0.988,1.2751,0.3454
2007/3/11,17.0102,385902,3.055,728.5471,919.0158,0.2352,0.4871,1.2889,0.0737
2007/3/12,16.7628,431779,4.223,313.812,925.514,0.091,0.9792,1.28,0.0151
2007/3/13,16.3285,418560,11.401,545.3655,931.9847,0.053,0.9823,1.2519,0.0097
2007/3/14,14.6642,415743,10.425,308.2378,938.3434,0.0052,0.9789,1.2189,0.2019
2007/3/15,15.8551,429532,4.748,489.2831,944.7202,1.2728,0.978,1.2928,0.3969
2007/3/16,15.8618,447440,-2.824,311.833,951.0248,0.7518,0.9595,1.3113,0.121
2007/3/17,15.8641,409766,-0.529,526.8313,957.3066,2.5278,0.9099,1.2993,0.2738
2007/3/18,15.861,396980,-0.167,574.0379,963.5067,0.5983,0.6288,1.2965,0.113
2007/3/19,15.8707,451858,1.273,310.3354,969.6434,0.7389,0.981,1.2884,0.1385
2007/3/20,15.8644,451082,0.578,800.1555,975.7768,0.2383,0.6815,1.3366,0.0407
2007/3/21,15.8736,448705,2.873,572.1735,981.7845,0.4842,0.986,1.3172,0.2908
2007/3/22,15.8473,424234,11.282,419.5336,987.7432,0.325,0.9776,1.2497,1.185
2007/3/23,15.1657,411568,9.476,727.746,993.6822,0.0408,0.7864,1.2639,0.1019
2007/3/24,11.6625,384759,6.496,272.5703,999.5616,0.1218,0.9536,1.2639,0.4274
2007/3/25,15.443,360337,6.967,539.5564,1005.3329,0.1785,0.9303,1.2814,0.0437
2007/3/26,7.4095,411233,17.053,657.6219,1011.0164,0.0083,0.9817,1.2579,1.028
2007/3/27,2.7391,402299,16.161,637.9897,1016.6322,0.001,0.9722,1.2302,0.5948
2007/3/28,5.7729,403114,9.869,701.562,1022.2472,0.0087,0.8613,1.2852,0.0487
2007/3/29,8.5969,410810,7.296,829.2138,1027.7742,0.0832,0.7704,1.3004,0.0275
2007/3/30,2.4108,404889,9.594,674.5192,1033.2488,0.0194,0.9037,1.2727,0.0121
2007/3/31,8.8071,369624,7.404,706.1098,1038.6101,0.0443,0.9367,1.277,0.0169
2007/4/1,2.3397,367399,10.865,254.4081,1043.8922,0.1559,0.9873,1.2543,0.7126
2007/4/2,1.0517,406233,10.256,480.9585,1049.0313,0.0556,0.9203,1.2209,0.4037
2007/4/3,1.1088,410557,8.559,308.7804,1054.2826,0.0528,0.9569,1.2536,1.0335
2007/4/4,7.0908,421239,5.916,454.9144,1059.3361,0.6017,0.9831,1.2356,1.1829
2007/4/5,17.3178,432808,1.574,340.8893,1064.3365,1.1631,0.9141,1.2774,0.102
2007/4/6,17.3385,396254,-3.049,418.6211,1069.2792,0.6078,0.8737,1.2885,0.0334
2007/4/7,17.3662,391854,-1.931,400.1178,1074.1408,0.8,0.9394,1.2811,0.058
2007/4/8,17.37,379456,0.592,460.1736,1078.9067,0.5845,0.9348,1.2753,0.0382
2007/4/9,17.0051,421651,2.066,524.0087,1083.5209,0.1065,0.9303,1.2815,0.0172
2007/4/10,17.1013,425808,3.473,616.066,1088.0814,0.0782,0.9298,1.2788,0.0209
2007/4/11,15.9379,431799,3.608,430.8442,1092.6649,0.0848,0.9845,1.2774,0.1287
2007/4/12,17.1641,432908,6.168,389.1821,1097.1131,2.2609,0.9838,1.2472,0.5576
2007/4/13,17.2747,423887,4.82,488.6866,1101.5881,0.4396,0.8963,1.2546,0.1094
2007/4/14,16.8888,379376,6.093,673.6197,1105.8272,0.0184,0.9472,1.2694,0.0222
2007/4/15,16.6463,375783,6.588,522.4634,1109.9842,0.1107,0.9413,1.2556,0.1288
2007/4/16,14.5967,423558,4.315,343.227,1114.0771,2.5842,0.9364,1.2396,0.4486
2007/4/17,11.5973,415714,7.889,657.0002,1118.0992,0.0089,0.9186,1.2486,0.2181
2007/4/18,4.2453,402607,9.557,634.2858,1122.1141,0.0022,0.9121,1.2505,0.0334
2007/4/19,2.8021,392162,13.958,896.1763,1126.0468,0,0.7664,1.2505,0.0233
2007/4/20,1.6719,383788,18.756,909.7545,1129.7875,0,0.5375,1.2416,0.0227
2007/4/21,0.0138,344330,19.878,893.7258,1133.4656,0,0.7214,1.2393,0.0206
2007/4/22,0.0012,334567,19.69,886.582,1137.2122,0,0.8218,1.2288,0.0115
2007/4/23,0.014,386816,18.521,714.8544,1140.5773,0.0001,0.828,1.2109,0.9073
2007/4/24,0.302,388033,14.521,908.035,1144.1315,0.0004,0.828,1.249,0.3739
2007/4/25,0.09,394135,11.446,631.801,1147.6018,0,0.9462,1.2408,0.0927
2007/4/26,0.1077,398450,10.092,457.5844,1150.837,0,0.9738,1.2432,1.198
2007/4/27,0.0005,393039,13.95,443.1531,1154.1534,0,0.9552,1.2159,0.4307
2007/4/28,0.0031,352828,11.048,369.178,1157.2326,0,0.8957,1.22,0.0817
2007/4/29,0.0048,337517,17.234,849.7365,1160.3982,0,0.8617,1.233,0.0342
2007/4/30,0.0455,383062,13.845,903.081,1163.3195,0,0.851,1.2226,0.2463
2007/5/1,0.4608,393558,9.981,366.975,1166.2996,0.0001,0.9668,1.2396,0.2082
2007/5/2,0.0472,386208,15.227,924.8954,1169.0872,0,0.5771,1.2393,0.1264
2007/5/3,0.0575,382944,14.64,959.2291,1171.7276,0,0.6753,1.2551,0.0144
2007/5/4,0.0053,378291,16.295,942.8904,1174.62,0,0.5776,1.2481,0.0085
2007/5/5,0.0881,337399,14.946,901.4751,1177.1945,0,0.7143,1.2427,0.0067
2007/5/6,0.3092,329961,13.513,966.6354,1179.7184,0,0.7459,1.2688,0.0045
2007/5/7,0.0001,379647,17.769,957.5312,1182.2065,0,0.9336,1.2579,0.0151
2007/5/8,0.0003,384902,22.779,865.8294,1184.5039,0,0.9121,1.2228,0.0106
2007/5/9,0.0005,392969,21.771,418.5818,1186.8653,0,0.9477,1.1957,0.2071
2007/5/10,0.0009,394993,21.392,810.7153,1189.0936,0.0003,0.9267,1.1955,0.723
2007/5/11,0.0122,392322,20.642,867.6998,1191.2132,0,0.5539,1.2014,0.036
2007/5/12,0.0248,340200,15.575,746.0749,1193.2639,0,0.7227,1.2397,0.0024
2007/5/13,0.0136,330094,15.166,976.7606,1195.2909,0,0.2615,1.2606,0.0261
2007/5/14,0.0009,386340,16.114,557.4732,1197.308,0,0.9155,1.2388,0.1896
2007/5/15,0.0034,402850,21.139,637.1402,1199.2706,0,0.8452,1.1977,1.5345
2007/5/16,0.0312,395745,17.182,618.2027,1201.0627,0.0002,0.9581,1.2088,2.2335
2007/5/17,0.1429,385581,13.455,836.0462,1202.8707,0,0.7593,1.2404,0.1683
2007/5/18,0.0094,377577,16.126,949.4259,1204.5567,0,0.2929,1.2488,0.0127
2007/5/19,0.3885,341882,19.982,911.7895,1206.1582,0.0595,0.7827,1.2331,0.0431
2007/5/20,0.8663,330283,16.7,658.776,1207.712,0.0191,0.8239,1.2138,0.1828
2007/5/21,0.4083,331266,16.443,934.8876,1209.2004,0,0.7566,1.2493,0.068
2007/5/22,0.2773,387053,19.206,821.9876,1210.7151,0,0.8968,1.2338,0.0422
2007/5/23,0.0022,403220,24.969,919.415,1212.1833,0,0.6584,1.2182,0.0192
2007/5/24,0.0051,429783,27.12,844.5041,1213.2939,0,0.7443,1.202,0.0485
2007/5/25,0.0197,432059,22.886,656.2683,1214.7477,0.0011,0.8665,1.1923,0.0524
2007/5/26,0.0113,359599,19.066,684.8711,1215.8448,0,0.9457,1.2258,0.0475
2007/5/27,0.0076,352371,18.858,419.4649,1217.0035,0,0.9687,1.2092,1.026
2007/5/28,0.0009,397850,18.88,858.6755,1218.0909,0,0.2957,1.2202,0.3158
2007/5/29,0.0009,404088,22.406,946.9231,1219.1167,0,0.6373,1.2263,0.0297
2007/5/30,0.0055,428564,27.193,887.0206,1220.1219,0,0.5914,1.2031,0.1512
2007/5/31,0.0013,446831,26.355,590.9611,1221.0399,0,0.9136,1.1805,0.3409
2007/6/1,0.0033,443020,26.422,744.7299,1221.9113,0,0.9314,1.1762,0.1511
2007/6/2,0.0029,419599,27.578,795.7714,1222.6979,0,0.851,1.1733,0.0689
2007/6/3,0.0001,391385,24.893,473.1806,1223.4672,0,0.9744,1.168,0.5719
2007/6/4,0.0024,418805,21.449,695.7122,1224.1812,0,0.9715,1.1665,0.4259
2007/6/5,0.2025,397511,19.858,613.3531,1224.7785,0.0057,0.9138,1.2064,0.5012
2007/6/6,0.1792,385140,16.896,951.3769,1225.4941,0,0.3386,1.2287,0.0403
2007/6/7,0.0044,399983,22.953,825.3786,1226.0179,0,0.9554,1.2108,0.1132
2007/6/8,0.0029,433896,26.269,690.4234,1226.5217,0.0001,0.879,1.1609,0.9555
2007/6/9,0.0017,355695,21.759,988.862,1226.9309,0,0.447,1.2182,0.1604
2007/6/10,0.0002,353921,24.316,972.7151,1227.3047,0,0.1626,1.21,0.0061
2007/6/11,0,427436,26.208,920.7261,1227.7846,0,0.2282,1.2013,0.0065
2007/6/12,0.0005,460196,29.301,948.0492,1228.1495,0,0.3343,1.195,0.01
2007/6/13,0,473454,28.099,891.1435,1228.308,0,0.7576,1.1797,0.007
2007/6/14,0,448794,25.191,958.3692,1228.5872,0,0.8931,1.1925,0.0066
2007/6/15,0.0005,440925,25.589,860.0266,1228.7909,0,0.9286,1.1892,0.0094
2007/6/16,0.0006,406008,26.78,826.4023,1228.836,0,0.9108,1.185,0.0238
2007/6/17,0.0006,406854,26.894,923.9614,1228.8881,0,0.7394,1.1752,0.0589
2007/6/18,0.0004,458569,27.57,806.7461,1228.8983,0,0.7703,1.1866,0.0861
2007/6/19,0.0004,462869,25.148,479.4059,1228.9032,0,0.8323,1.1614,0.861
2007/6/20,0.0005,417796,22.1,940.9463,1228.8866,0,0.6997,1.1985,0.2837
2007/6/21,0.0004,421154,23.22,875.4266,1228.8607,0,0.9139,1.1907,0.0943
2007/6/22,0,398598,19.86,948.3189,1228.7313,0,0.1274,1.208,0.0298
2007/6/23,0.0015,355670,21.327,940.7273,1228.4104,0,0.3555,1.2182,0.0101
2007/6/24,0,374892,26.112,887.6369,1228.312,0,0.5793,1.1948,0.0259
2007/6/25,0.0005,476560,29.545,897.7675,1227.9115,0,0.5182,1.1839,0.0401
2007/6/26,0.003,516845,31.196,919.4915,1227.7395,0,0.1592,1.1765,0.0192
2007/6/27,0.0044,522638,29.85,788.4726,1227.3163,0.0002,0.7863,1.1615,0.1865
2007/6/28,0.0015,458407,25.57,813.599,1226.8742,0,0.8627,1.1795,0.0926
2007/6/29,0.0014,407662,23.868,976.0541,1226.3852,0,0.7532,1.2079,0.0375
2007/6/30,0.0003,361010,22.697,876.2734,1225.8791,0,0.2598,1.2052,0.0738
2007/7/1,0.0001,329600,20.18,910.8901,1225.3289,0,0.1539,1.2172,0.0122
2007/7/2,0,342538,23.02,947.251,1224.7993,0,0.6945,1.2191,0.0621
2007/7/3,0,399298,23.889,829.8641,1224.2534,0,0.9304,1.202,0.0327
2007/7/4,0,398850,21.719,429.5655,1223.4438,0,0.9584,1.1821,0.4977
2007/7/5,0,414354,26.203,762.3617,1222.762,0,0.5242,1.1798,0.4107
2007/7/6,0,423730,26.124,811.4045,1222.0212,0,0.5454,1.1832,0.0948
2007/7/7,0,395796,26.911,811.0316,1221.1766,0,0.8987,1.1827,0.0774
2007/7/8,0,400290,28.262,592.2089,1220.2402,0,0.8474,1.1665,0.4549
2007/7/9,0,487843,30.058,812.3249,1219.285,0,0.867,1.148,0.419
2007/7/10,0,489636,27.289,587.7897,1218.4218,0,0.8588,1.1646,0.6835
2007/7/11,0,445491,25.617,807.4711,1217.4135,0,0.8742,1.1657,0.1756
2007/7/12,0,403756,23.74,759.2858,1216.3758,0,0.3989,1.1885,0.3855
2007/7/13,0,393764,21.885,851.33,1215.1833,0,0.6394,1.1922,0.1048
2007/7/14,0,351880,20.916,474.6606,1214.0313,0,0.9504,1.1878,0.7685
2007/7/15,0,348650,23.583,914.984,1212.8123,0,0.4943,1.1863,0.1955
2007/7/16,0,406767,25.004,775.5236,1211.5695,0,0.7733,1.1866,0.085
2007/7/17,0,419054,25.69,716.6045,1210.2648,0,0.8487,1.1837,0.0266
2007/7/18,0.0005,436804,26.518,776.6041,1208.8541,0,0.4644,1.1792,0.1887
2007/7/19,0,439184,24.441,682.0822,1207.3538,0,0.7568,1.1656,1.1851
2007/7/20,0,400866,21.862,892.4162,1205.8551,0,0.769,1.1897,1.2712
2007/7/21,0,363692,24.74,943.651,1204.2911,0,0.3336,1.2031,0.1136
2007/7/22,0,369748,26.347,872.5775,1202.7501,0,0.6893,1.2009,0.0186
2007/7/23,0,425087,26.112,758.5175,1201.1554,0,0.7491,1.1891,0.0122
2007/7/24,0,427898,25.02,634.5524,1199.4518,0,0.7132,1.1835,0.1186
2007/7/25,0,440649,26.119,884.1866,1197.6511,0,0.5299,1.1838,0.0294
2007/7/26,0,450505,27.083,856.1796,1195.8686,0,0.2406,1.1783,0.058
2007/7/27,0,444365,25.9,668.1238,1193.921,0,0.4444,1.1704,0.2618
2007/7/28,0,415476,27.962,766.9198,1192.0272,0,0.4785,1.1708,0.1647
2007/7/29,0,408842,26.961,786.4054,1190.0181,0,0.5099,1.1756,0.0424
2007/7/30,0,463802,29.169,914.1389,1187.8524,0,0.4349,1.1795,0.0063
2007/7/31,0,497878,31.496,869.8709,1185.7904,0,0.477,1.1689,0.0019
2007/8/1,0,510791,32.231,858.8844,1183.6467,0,0.142,1.1651,0.0028
2007/8/2,0,523442,32.628,830.501,1181.239,0,0.4062,1.1602,0.0489
2007/8/3,0,508585,30.798,810.1277,1179.0806,0,0.6829,1.157,0.1059
2007/8/4,0,410017,27.289,926.085,1176.6147,0,0.1283,1.1876,0.082
2007/8/5,0,378852,27.163,868.895,1174.1262,0,0.1721,1.1835,0.0343
2007/8/6,0,429150,29.389,811.4999,1171.6133,0,0.3807,1.1611,0.1732
2007/8/7,0,459492,25.911,452.2431,1169.0392,0,0.9213,1.1648,0.4477
2007/8/8,0,488948,29.208,895.5375,1166.4758,0,0.8334,1.1503,0.4314
2007/8/9,0,438448,25.912,775.9582,1163.7179,0,0.8915,1.1752,0.1125
2007/8/10,0,443708,28.245,887.3292,1160.8909,0,0.7064,1.1769,0.2008
2007/8/11,0,420707,29.078,881.6701,1158.1421,0,0.315,1.1822,0.0131
2007/8/12,0,409830,26.446,538.604,1155.1359,0,0.828,1.1697,0.421
2007/8/13,0,444117,26.592,909.3058,1152.1085,0,0.7153,1.1832,0.1505
2007/8/14,0,428171,25.771,776.9331,1149.0617,0,0.4974,1.1927,0.067
2007/8/15,0,440787,25.995,807.8895,1145.9385,0,0.7663,1.1736,0.0482
2007/8/16,0,452854,26.431,760.6442,1142.7678,0,0.7042,1.1686,0.3695
2007/8/17,0,410338,24.349,857.1825,1139.4586,0,0.3237,1.1923,0.1577
2007/8/18,0,356599,21.861,871.7228,1136.1493,0,0.8627,1.2177,0.0521
2007/8/19,0,349739,20.603,498.3727,1132.6489,0,0.8895,1.2082,0.0752
2007/8/20,0,393995,18.652,356.508,1129.1329,0,0.9231,1.2028,0.2078
2007/8/21,0,399035,21.392,668.0292,1125.5824,0,0.8686,1.1984,0.1285
2007/8/22,0,413250,24.695,681.0666,1121.9792,0,0.8464,1.192,0.0579
2007/8/23,0,446874,25.708,393.2324,1118.2655,0,0.9205,1.1727,0.6333
2007/8/24,0,483002,28.745,686.9478,1114.4377,0,0.7559,1.1527,0.467
2007/8/25,0,421206,25.726,436.2555,1110.6109,0,0.914,1.1546,0.7531
2007/8/26,0,375561,24.872,812.7447,1106.6413,0,0.5969,1.1896,0.094
2007/8/27,0,432060,25.86,782.9196,1102.619,0,0.3051,1.1931,0.0128
2007/8/28,0,448535,27.705,803.2613,1098.5772,0,0.753,1.1886,0.0171
2007/8/29,0,487996,30.333,743.4065,1094.4653,0,0.6363,1.1726,0.3132
2007/8/30,0,443163,25.894,818.9231,1090.2112,0,0.8103,1.1853,0.1474
2007/8/31,0,409590,24.9,841.0607,1085.888,0,0.4576,1.2006,0.0442
2007/9/1,0,361345,23.435,838.7769,1081.4417,0,0.2507,1.2078,0.0018
2007/9/2,0,354466,25.433,827.3238,1077.0944,0,0.1067,1.2012,0.0122
2007/9/3,0,375547,27.74,766.8515,1072.572,0,0.2076,1.1879,0.0034
2007/9/4,0,413044,23.556,679.5222,1067.9922,0,0.5791,1.194,0.0356
2007/9/5,0,424876,24.902,706.0827,1063.3472,0,0.6867,1.1988,0.2012
2007/9/6,0,468417,30.635,745.281,1058.4913,0,0.654,1.1782,0.0604
2007/9/7,0,488608,29.348,738.8852,1053.7963,0,0.5768,1.1638,0.1989
2007/9/8,0.0026,417143,26.34,782.2506,1048.8541,0.0001,0.7675,1.1851,0.2465
2007/9/9,0.0022,367985,21.364,344.328,1043.9369,0,0.9032,1.1946,0.5384
2007/9/10,0,410398,22.14,497.3401,1038.9741,0,0.8471,1.1994,0.063
2007/9/11,0.0056,406790,20.534,681.3481,1033.9226,0.0003,0.9558,1.1835,1.326
2007/9/12,0.1533,392784,19.388,768.553,1028.6744,0,0.6225,1.2047,0.2677
2007/9/13,0.031,394434,20.639,765.4171,1023.4565,0.006,0.3339,1.2156,0.0266
2007/9/14,0.2837,400923,25.059,746.6163,1018.2738,0.0036,0.518,1.1887,0.4983
2007/9/15,0.1216,348607,15.507,742.4429,1012.8421,0,0.5786,1.2271,0.4624
2007/9/16,0.0431,340221,17.963,760.3276,1007.4773,0,0.5675,1.2364,0.0758
2007/9/17,0.0036,388476,19.738,774.4805,1002.0176,0,0.3902,1.2231,0.0234
2007/9/18,0.0004,394732,22.632,725.8769,996.5113,0,0.907,1.2139,0.065
2007/9/19,0.0004,408592,26.183,743.6783,990.9226,0,0.7818,1.2016,0.053
2007/9/20,0.0009,416420,25.102,743.8669,985.2632,0,0.6523,1.1996,0.0392
2007/9/21,0.0006,419057,26.614,679.3038,979.5758,0,0.9318,1.1923,0.1558
2007/9/22,0.0007,380019,23.788,759.7693,973.8133,0,0.9291,1.1738,0.1572
2007/9/23,0.0016,354426,23.488,748.0376,968.0106,0,0.1215,1.2131,0.0235
2007/9/24,0.0052,414162,26.651,737.749,962.1361,0.0013,0.4691,1.2018,0.0134
2007/9/25,0.0068,451384,28.439,586.7175,956.1407,0,0.8577,1.1801,0.3536
2007/9/26,0.0033,436567,23.821,452.8558,950.2787,0,0.916,1.1708,0.8205
2007/9/27,0.0032,402481,19.723,451.5315,944.2354,0,0.9439,1.1998,0.2957
2007/9/28,0.0032,388531,18.71,553.1799,938.122,0,0.8394,1.1996,0.2854
2007/9/29,0.0028,351010,20.021,709.2874,932.0579,0,0.5659,1.2233,0.0495
2007/9/30,0.0002,345466,21.131,551.8162,925.8488,0,0.964,1.2157,0.2239
2007/10/1,0.0003,400797,22.772,495.4124,919.6769,0,0.9356,1.2021,0.0938
2007/10/2,0.0002,404635,20.342,508.6254,913.4481,0,0.8809,1.1977,0.227
2007/10/3,0,403429,22.886,382.6016,907.196,0,0.9222,1.1812,0.1966
2007/10/4,0,399335,23.991,681.2407,900.8503,0,0.0619,1.2039,0.0104
2007/10/5,0.003,405113,26.12,627.2081,894.4992,0,0.3646,1.1995,0.0197
2007/10/6,0.01,378070,24.754,478.6858,888.1219,0,0.8358,1.1834,1.2509
2007/10/7,0.0103,356354,20.863,519.8184,881.7542,0.0027,0.5007,1.1984,0.8921
2007/10/8,0.0152,377147,25.321,417.2792,875.3014,0.0002,0.8499,1.1862,0.1125
2007/10/9,0.0796,407666,21.739,501.9067,868.8733,0.0172,0.8132,1.186,0.2441
2007/10/10,0.0802,392734,15.295,535.2777,862.4159,0,0.4773,1.1954,0.263
2007/10/11,0.3203,387424,15.079,497.7806,855.908,0.0018,0.6627,1.2071,0.1494
2007/10/12,1.1858,383478,11.839,619.5493,849.4013,0.0369,0.4192,1.2381,0.1006
2007/10/13,1.318,357554,11.764,431.3051,842.868,0.0115,0.5463,1.2324,0.1936
2007/10/14,0.2685,346106,13.404,465.6217,836.3363,0,0.8176,1.2315,0.0462
2007/10/15,0.1919,391005,13.819,350.2762,829.781,0,0.9472,1.2268,0.134
2007/10/16,1.4161,393205,14.072,434.7315,823.2215,0.0009,0.873,1.2368,0.0412
2007/10/17,0.1863,393437,18.585,443.0154,816.6953,0,0.8779,1.2167,0.2984
2007/10/18,0.1155,396176,18.637,278.4432,810.1157,0,0.958,1.1967,0.3105
2007/10/19,0.0025,392723,20.7,362.7229,803.5602,0,0.8859,1.165,0.7699
2007/10/20,0.001,348752,17.147,538.4878,797.0081,0,0.2954,1.187,0.2709
2007/10/21,0.0013,341101,22.768,586.4914,790.4689,0,0.4318,1.2018,0.3474
2007/10/22,0.0065,390633,22.413,579.383,783.9507,0,0.9212,1.2031,0.0126
2007/10/23,0.0599,391920,16.531,226.547,777.4126,0.0027,0.9564,1.205,1.282
2007/10/24,0.3762,390423,13.616,536.6349,770.8969,0.0047,0.9189,1.2225,0.269
2007/10/25,0.6693,391309,13.357,569.0281,764.3868,0.0012,0.5294,1.2522,0.0501
2007/10/26,0.0509,391657,14.513,320.8413,757.9566,0,0.9224,1.2367,0.1416
2007/10/27,0.0978,357055,14.669,415.0331,751.5049,0.0004,0.9129,1.2143,0.5437
2007/10/28,0.8994,365920,10.321,419.4324,745.1485,0.0066,0.3043,1.2604,0.1298
2007/10/29,1.8796,401009,12.206,449.159,738.7399,0.0074,0.9132,1.2651,0.0209
2007/10/30,0.1804,394245,15.202,503.5186,732.3905,0.0003,0.8733,1.2467,0.0045
2007/10/31,0.3109,391217,16.083,478.9488,726.1049,0.0069,0.9641,1.2233,0.0561
2007/11/1,0.6522,395535,13.792,414.8881,719.8689,0.0073,0.9566,1.2429,0.3812
2007/11/2,0.6162,396270,10.267,540.2523,713.6605,0.0039,0.0635,1.2612,0.0116
2007/11/3,1.1129,360276,12.199,426.5805,707.4503,0.0005,0.6907,1.2441,0.0581
2007/11/4,0.8093,354003,9.147,302.356,701.3764,0.0017,0.9509,1.2369,0.0447
2007/11/5,1.2124,406234,9.289,243.4134,695.349,0.0522,0.9552,1.2348,0.5984
2007/11/6,2.2431,412896,7.471,277.011,689.3299,0.1558,0.8487,1.2345,0.4892
2007/11/7,17.0681,419311,3.504,338.4951,683.4205,0.3896,0.6625,1.2666,0.1322
2007/11/8,15.854,419688,3.556,201.3255,677.5385,0.2135,0.9475,1.2704,0.1435
2007/11/9,11.14,411393,5.974,261.8917,671.7203,0.0885,0.9657,1.2542,0.1003
2007/11/10,13.8862,379027,5.959,447.269,666.0963,0.0458,0.9259,1.2721,0.2047
2007/11/11,9.9126,372294,7.27,373.1107,660.3832,0.017,0.8832,1.2637,0.0718
2007/11/12,9.1137,413343,9.607,193.1313,654.8395,0.0386,0.9532,1.2443,0.7259
2007/11/13,7.4753,403408,10.902,480.1674,649.3582,0.0071,0.9633,1.2446,0.2749
2007/11/14,2.3777,404398,12.932,272.1435,643.9777,0.0119,0.9683,1.2219,0.0884
2007/11/15,1.1126,412853,7.611,266.8547,638.7159,0.0157,0.9317,1.2336,0.2263
2007/11/16,16.8322,420092,3.286,333.4034,633.4584,0.2966,0.7142,1.2644,0.055
2007/11/17,16.0951,389795,2.276,232.4159,628.4031,0.1739,0.8334,1.2674,0.0451
2007/11/18,15.5343,386746,3.651,463.438,623.3815,0.0759,0.7505,1.2871,0.0253
2007/11/19,14.2926,434706,4.578,272.4559,618.4986,0.208,0.9776,1.2764,0.1711
2007/11/20,4.8248,418581,8.623,334.1043,613.7254,0.9668,0.9822,1.2471,0.8259
2007/11/21,16.7718,429738,4.155,109.9668,609.0002,2.2299,0.9709,1.2548,0.9975
2007/11/22,17.3435,444007,1.097,224.121,604.4456,12.5098,0.9818,1.2854,1.362
2007/11/23,17.3592,442586,-3.071,392.7125,599.9651,0.5896,0.5974,1.3098,0.0847
2007/11/24,17.3686,409274,0.501,178.9626,595.6707,0.5784,0.9861,1.3007,0.0823
